F1,F2,F3
3.4584,0.48808,-3.5776
2.3229,0.21408,-1.1717
2.9978,0.26816,-2.7847
3.5486,0.40949,-3.3709
2.3793,0.089558,-1.8351
3.9614,0.62246,-3.6881
4.7302,0.89615,-5.4459
3.1518,0.13326,-2.9704
3.3919,0.42229,-2.984
3.4519,0.37665,-3.1211
3.1163,0.3348,-2.9613
0.23953,0.083107,1.6151
2.574,0.044464,-1.6882
1.6184,0.16278,-0.73399
3.601,0.42532,-3.5379
2.3168,0.11231,-1.5054
1.8679,-0.011958,-0.51496
2.4671,0.28505,-1.4057
1.9218,0.1273,-0.95136
3.6364,0.58942,-3.0807
4.4842,0.99044,-4.1359
2.1696,0.1668,-1.7648
3.5037,0.25072,-3.7342
2.5234,0.36579,-2.2352
3.7414,0.59236,-3.4623
4.7243,0.99375,-5.2484
3.2029,0.38523,-2.6209
2.869,0.14812,-1.9898
5.5502,1.7077,-5.7836
2.6891,0.21126,-1.6436
3.835,0.47076,-4.1044
2.9026,0.28373,-2.2063
2.7621,0.27272,-2.155
2.5142,0.12997,-1.479
2.6744,0.085946,-1.5889
5.0592,1.3187,-5.5915
2.0823,0.11491,-1.328
1.545,0.20181,-0.98291
2.2982,0.19817,-1.1585
4.4606,0.95971,-5.123
4.0918,0.80551,-4.1842
4.5998,0.9138,-4.8854
1.344,0.11359,0.31605
2.3215,0.13493,-1.2569
2.3511,0.21228,-1.4321
1.9503,0.17232,-1.4492
1.93,0.048781,-0.78801
2.8496,0.33006,-2.2797
2.9612,0.18326,-2.544
3.3689,0.39594,-3.4421
2.717,0.27948,-1.1901
2.2642,0.040924,-1.1923
2.1985,0.15655,-1.2803
3.9253,0.55489,-4.1661
2.2012,0.18646,-0.9533
3.0813,0.3456,-2.8744
2.8759,0.22991,-2.3297
1.6203,0.0047225,-0.55485
4.5867,1.1114,-5.0942
2.0234,0.24669,-1.0662
3.0478,0.29768,-2.2957
1.9967,0.061037,-0.81936
2.1984,0.19866,-1.3617
3.1414,0.12371,-2.9685
3.2691,0.3578,-3.1314
2.6391,0.082938,-1.6616
3.0557,0.32691,-2.1535
2.0401,0.17675,-1.479
3.9885,0.65753,-3.8264
2.2003,0.12339,-1.353
3.4421,0.47514,-3.3764
2.3894,0.13675,-1.794
3.7228,0.55662,-4.0245
3.7666,0.4182,-3.8786
1.8843,0.098772,-0.87267
1.8562,0.12357,-0.66833
3.526,0.49785,-3.7536
2.2666,0.13333,-1.5868
2.2806,0.12258,-1.708
4.6065,1.0969,-5.2631
4.1046,0.68706,-4.0303
2.9582,0.49679,-2.2393
3.2187,0.46391,-3.1574
1.913,-0.0040822,-0.97485
3.5574,0.38334,-3.5291
2.7777,0.21835,-2.38
2.9955,0.2274,-2.798
3.1188,0.24545,-2.5892
3.775,0.42584,-3.0884
1.3317,0.007557,0.21602
4.8312,1.2557,-5.4853
2.8695,0.2745,-2.7947
2.4226,0.11938,-2.0465
4.2146,0.82209,-4.6707
2.1396,0.1424,-0.88633
1.5653,-0.083406,0.022457
3.5757,0.51912,-3.5724
3.7154,0.52215,-3.651
4.3749,0.66537,-4.4233
3.1459,0.45238,-2.9997
3.3618,0.57185,-2.5848
2.8324,0.14853,-2.8467
3.166,0.30385,-2.7444
2.7749,0.13338,-2.0791
2.4396,0.24093,-1.1302
2.9653,0.18832,-2.3176
1.6446,0.037937,-0.88156
3.4194,0.57498,-3.251
2.7512,0.27316,-2.4324
5.1939,1.3541,-5.592
3.1314,0.46126,-3.0982
2.8713,0.27001,-2.1993
2.7453,0.28434,-1.9426
1.7986,0.23185,-0.50565
3.29,0.39238,-2.8334
3.4324,0.40454,-3.7692
2.9328,0.11014,-2.3369
3.9443,0.58526,-3.6923
3.2538,0.30011,-3.1329
2.2654,0.12345,-1.3651
1.6346,-0.011444,-0.76795
2.8601,0.28247,-1.95
2.2169,0.15417,-1.7924
2.2368,0.16977,-0.88402
2.4965,0.28528,-1.7603
3.7402,0.37984,-4.1842
3.3235,0.30194,-2.9799
4.2822,0.77067,-4.3094
3.1483,0.2758,-2.5792
3.7617,0.35127,-3.6844
1.7424,0.22213,-0.25354
3.9807,0.69905,-3.7652
4.143,0.81596,-3.961
3.7974,0.43973,-3.6259
1.8444,-0.077049,-0.63988
5.4556,1.5099,-6.1504
3.9203,0.63464,-3.5599
3.4625,0.30184,-3.4945
4.0744,0.695,-4.2136
4.0899,0.82306,-3.9525
3.7486,0.6415,-3.6428
1.8976,-0.11502,-0.80157
3.8023,0.63625,-3.8336
0.76548,-0.2038,0.46583
1.9098,0.12542,-0.8476
4.2333,0.69633,-4.2213
2.3486,0.20337,-1.6044
2.5762,0.2455,-2.0041
4.142,0.74185,-4.2596
3.2715,0.13451,-2.3571
4.4777,0.77479,-5.0928
1.2004,-0.10171,-0.41782
2.8118,0.17029,-2.1336
3.4502,0.26333,-3.4673
3.1705,0.23398,-3.3479
2.8192,0.18044,-2.284
2.3099,-0.010365,-1.5646
3.5291,0.55236,-2.6357
3.037,0.45453,-2.0914
1.5445,-0.057996,0.072837
1.0196,0.0026994,0.41378
3.1271,0.1983,-2.4483
2.9775,0.1899,-2.1486
2.3515,0.15334,-1.6134
3.9323,0.73299,-3.878
1.7084,-0.066772,-0.66235
3.9013,0.6314,-3.6667
4.3116,0.89872,-4.3244
3.9111,0.61623,-3.5141
3.4424,0.31795,-3.4317
2.1037,-0.057025,-1.4841
4.0241,0.62934,-4.3747
2.1951,0.1891,-1.0297
1.4499,-0.03239,-0.49964
3.5706,0.33947,-3.3466
2.4979,0.036742,-1.493
1.9343,-0.0066812,-1.0491
3.3603,0.3622,-2.7855
1.8129,0.10171,-0.82712
2.6237,0.19021,-1.4944
3.6848,0.45724,-3.1887
2.745,0.16421,-2.0983
2.9401,0.37164,-2.2678
3.084,0.37294,-2.3501
1.8169,-0.13674,-0.25715
3.4123,0.37259,-3.3931
4.6162,0.946,-5.2662
2.8111,0.22189,-2.3154
4.501,0.84641,-4.876
3.1724,0.48017,-3.3464
3.8373,0.53168,-3.557
4.3169,0.64049,-4.9616
4.0866,0.83272,-3.8932
3.2992,0.48802,-3.1582
4.092,0.57763,-4.1009
1.7728,0.023314,-0.54205
1.529,0.046092,-0.38141
2.3369,0.091746,-1.3711
4.644,1.0401,-5.4636
1.8152,0.052124,-0.58458
2.3418,0.13735,-2.0102
2.0974,0.015216,-1.526
3.685,0.53838,-3.5913
3.548,0.39655,-3.2125
4.4593,0.80456,-3.9469
2.4845,0.21381,-1.8674
2.1,0.099738,-1.3266
1.0147,0.12426,0.91084
1.8808,0.087174,-1.1101
2.8511,0.20477,-1.838
3.0815,0.28262,-2.509
2.5479,0.33178,-1.6453
2.7938,0.42026,-2.1455
1.1913,-0.032384,-0.064272
3.1134,0.25617,-2.4623
1.2814,-0.036079,-0.09405
4.723,1.0941,-4.8989
2.2154,0.21828,-1.8098
2.4524,0.22855,-1.5629
3.6316,0.41471,-3.6083
3.2464,0.59424,-2.6056
2.1788,0.095639,-1.2261
5.0253,1.2389,-5.8147
1.7669,0.070078,-0.27218
0.96657,-0.070408,1.1549
2.6316,0.16321,-2.778
3.313,0.40012,-3.2214
2.5814,0.12552,-2.183
3.6535,0.50575,-3.5149
1.4572,-0.022199,0.18707
2.1957,0.091702,-1.2324
4.0624,0.75282,-4.2528
4.6142,0.94504,-5.1432
3.306,0.28476,-3.4249
4.2825,0.76922,-4.1255
3.8071,0.47117,-3.0604
3.2508,0.40651,-2.8054
3.2711,0.48162,-3.1417
3.2721,0.39558,-2.5853
4.7514,1.1728,-5.2815
2.9795,0.2314,-2.4939
1.5869,-0.10332,-0.56593
4.981,1.1641,-5.7374
4.0298,0.51855,-4.7653
3.5476,0.46343,-3.4462
2.2442,0.069852,-1.7677
2.6313,0.18365,-2.0783
2.7026,0.27768,-2.095
2.219,0.24877,-1.0169
3.9566,0.56329,-4.3667
2.3901,0.032892,-1.4528
4.3943,0.86554,-5.0951
2.6819,0.15689,-1.7477
3.008,0.016236,-2.7451
3.5572,0.71477,-3.6327
3.9912,0.81289,-3.4339
4.8967,1.3063,-5.5358
4.593,0.86756,-4.5828
2.4926,-0.022496,-1.5226
3.5033,0.59065,-3.5112
3.6888,0.57031,-3.8029
3.6409,0.53328,-3.2955
3.6399,0.52374,-3.0748
3.4771,0.61816,-3.0427
4.5805,1.1675,-5.3106
1.2653,0.08271,0.15381
3.3528,0.16942,-2.8938
4.7904,1.1197,-5.332
2.5654,0.13678,-1.4652
4.0884,0.79692,-4.2903
3.6718,0.38381,-3.7622
4.0497,0.44654,-4.4631
3.7119,0.68535,-3.7589
1.1155,-0.060583,0.43631
4.1431,0.63194,-4.9808
2.2823,0.1014,-1.3614
3.456,0.4508,-2.6544
2.3581,0.058498,-0.93501
3.1513,0.10503,-2.726
3.6649,0.50754,-3.4309
2.6954,0.23064,-2.3756
3.9952,0.67398,-3.8993
3.7521,0.40467,-3.6768
2.0996,-0.048964,-1.4801
2.0853,0.13683,-0.82683
4.1113,0.8333,-4.376
3.7253,0.33089,-3.7096
4.3604,0.91159,-4.3247
1.7137,0.16881,-0.30651
3.7941,0.54918,-4.226
2.1217,-0.00080297,-2.0645
3.4156,0.36726,-3.4487
0.34511,0.11327,1.2477
3.3843,0.42556,-3.1557
3.8992,0.58082,-3.6375
3.047,0.38336,-2.4778
1.7174,-0.14559,-0.92722
3.5354,0.30585,-3.0631
3.3388,0.2703,-2.9184
1.7048,-0.021799,-0.48089
2.3497,0.23961,-1.8757
2.447,0.26576,-1.7067
4.6514,1.1895,-4.6934
4.7636,0.94917,-5.2009
3.8832,0.65752,-3.7357
1.5984,0.12178,0.010534
1.9714,0.13614,-0.74505
3.2569,0.4089,-2.8884
2.2761,0.24312,-1.5855
2.7045,0.02502,-2.5605
4.8413,1.1369,-4.9909
3.0388,0.35155,-2.1691
3.513,0.45134,-3.3357
3.5876,0.47123,-3.7231
4.4699,0.90813,-4.4679
2.7069,0.097452,-2.2691
4.2893,0.83002,-4.7238
2.121,0.056595,-0.91927
2.5877,0.23667,-1.976
3.0013,0.1245,-2.5732
5.1365,1.2926,-5.5844
2.1876,0.063832,-1.6983
3.6611,0.47556,-3.4882
3.023,0.2084,-2.6353
2.0935,0.11273,-0.88524
2.0989,0.13508,-1.3991
1.8469,0.23305,-1.1347
2.6972,0.12756,-2.1263
3.1662,0.37246,-3.1437
4.5582,0.97981,-5.1721
3.1553,0.35448,-2.7691
4.1663,0.9436,-4.6383
3.1113,0.44837,-2.4884
4.0554,0.68504,-4.3461
2.549,0.14132,-1.6578
1.8267,0.088017,-1.047
2.9921,0.27372,-2.1608
3.5808,0.39286,-3.9059
3.6515,0.58417,-3.1746
1.9984,0.02542,-0.85958
3.6178,0.58859,-3.2544
2.0783,0.20739,-0.75743
1.7459,0.084137,-1.3647
1.7133,0.05284,-0.79356
2.1803,-0.025219,-0.61642
3.5198,0.4726,-3.7233
4.3326,0.91854,-4.3146
3.6592,0.49256,-3.6903
2.9061,0.34594,-1.8128
2.7293,0.091973,-2.2554
1.6519,0.11969,-0.36919
3.5403,0.39871,-2.8504
3.3049,0.32511,-2.6311
2.725,0.20379,-1.8832
4.2046,0.7518,-4.1849
1.711,0.0098853,0.0074108
3.0085,0.3491,-2.1623
4.0822,0.48907,-3.9592
4.0125,0.60578,-3.5222
3.0019,0.32339,-2.6928
3.0341,0.1971,-2.3453
4.2279,0.83729,-4.9333
3.4,0.38704,-2.7764
2.593,0.20644,-2.067
4.4424,0.95796,-4.7785
2.6944,0.14097,-2.2402
3.4362,0.34881,-2.6969
2.3687,0.043006,-1.5328
2.3795,0.19635,-1.6969
1.8714,0.23888,-0.93417
2.5245,0.12389,-2.003
3.0323,0.22067,-2.3627
3.9185,0.61833,-3.6253
2.6937,0.16547,-2.9247
4.4033,0.87706,-4.0606
4.245,0.74004,-4.1758
2.5102,-0.043086,-1.4898
3.2476,0.38731,-3.1028
3.3898,0.51134,-3.4362
4.3601,0.7128,-4.8012
3.6772,0.51889,-3.7371
3.3871,0.41393,-2.9288
3.736,0.76949,-3.7273
2.7281,0.14446,-1.8648
3.5706,0.37657,-2.7464
2.0911,0.055663,-1.8451
2.6928,0.17124,-1.9727
2.5746,0.35926,-1.8428
3.3936,0.55592,-3.254
4.2807,0.86281,-4.7256
4.2038,0.65227,-4.4861
2.8303,0.25278,-2.3983
3.0337,-0.019234,-2.854
2.3508,0.26409,-1.5885
2.9861,0.22427,-2.6757
1.8825,0.10098,-0.93275
1.1667,0.0090474,0.12077
3.0971,0.29515,-2.7599
2.7425,0.2947,-1.9998
1.8084,0.20234,-0.46552
3.8195,0.68539,-3.9698
2.1212,0.15902,-1.0271
2.908,0.11347,-2.4645
2.1342,0.056237,-0.94866
4.4518,1.0148,-4.7575
0.95498,-0.055564,0.37483
3.4317,0.39122,-3.4866
1.6064,0.20248,-0.29721
3.6017,0.38102,-3.3927
1.5469,0.28406,-0.41248
3.1267,0.24206,-3.2511
3.5298,0.54649,-3.1997
2.2655,0.14651,-1.7027
2.4684,0.12638,-1.8902
1.7372,0.22585,-0.60722
2.9689,0.30133,-2.2314
2.3374,0.25395,-1.9153
4.7426,0.91324,-5.215
2.6056,0.19702,-2.2426
2.9407,0.29885,-2.2044
2.134,0.0386,-0.96121
2.5632,0.069147,-1.4218
3.5594,0.55287,-2.9998
3.7202,0.50136,-4.1677
3.8924,0.51957,-3.8562
3.1599,0.31482,-2.686
3.2261,0.3957,-2.9973
3.1252,0.15013,-2.4225
4.4736,0.9698,-4.5764
2.2778,0.1438,-1.3256
2.9582,0.43412,-1.9373
2.0487,0.11781,-0.94211
3.2529,0.54788,-2.6829
1.5378,0.1909,-0.58935
3.3944,0.43318,-3.1875
1.1216,0.12353,0.022724
3.2245,0.1292,-3.1258
0.88791,0.058721,0.99631
3.0562,0.46727,-2.1726
3.4329,0.41385,-3.0989
2.8506,0.37787,-2.3231
3.6947,0.56072,-3.0449
3.846,0.3417,-4.0597
4.3643,0.8048,-4.6679
4.0974,0.81159,-4.1951
2.5521,0.1899,-1.9123
4.2187,0.64721,-4.2146
4.3941,0.88563,-4.2164
4.2788,0.75057,-4.7131
2.6471,0.081754,-2.0491
3.4021,0.38954,-2.8297
2.9665,0.3307,-2.2146
3.9865,0.64033,-3.8817
2.9507,0.1459,-2.434
2.7059,-0.020858,-1.7844
2.9788,0.31596,-3.0619
3.3881,0.53215,-2.9699
3.7012,0.48464,-3.7634
3.7439,0.37988,-4.1598
4.4229,0.96688,-4.2593
3.1453,0.29102,-3.2885
1.9026,0.028321,-0.92444
2.4031,0.20201,-1.9715
1.8743,0.24254,-0.53992
1.9495,0.19349,-1.3643
2.3851,-0.16147,-1.8977
2.2136,0.096538,-1.3121
3.628,0.39817,-3.4375
2.2653,-0.0044554,-1.615
3.2951,0.37106,-3.0044
3.929,0.5952,-3.9826
3.8383,0.46517,-3.576
3.2371,0.55377,-2.6291
0.6999,-0.0775,0.93216
2.7794,0.24036,-1.5413
2.6961,0.22784,-1.9112
3.5188,0.39153,-3.2048
4.1935,0.65006,-4.2667
4.9692,1.0211,-5.5071
2.9818,0.19459,-2.2337
3.6626,0.46025,-3.8189
5.0727,1.399,-5.748
3.8056,0.47234,-3.3907
4.4556,0.89698,-4.6464
1.8651,-0.045894,-0.47413
3.9374,0.73695,-3.7769
1.9722,0.11865,-1.2327
3.9093,0.6422,-4.097
4.3187,0.83643,-4.5467
3.4468,0.47333,-3.4126
2.6785,0.28295,-2.0189
1.6634,-0.063756,-0.30617
3.3811,0.30343,-3.2167
4.5027,0.84879,-4.7793
4.2715,0.77102,-4.2726
3.1752,0.4388,-2.2167
2.7189,0.30108,-1.5056
2.0827,0.14914,-0.76505
0.94787,-0.07781,0.36357
2.5235,0.16243,-1.9131
2.0019,0.084528,-0.80976
2.7699,0.15841,-2.4257
3.6464,0.47261,-4.0516
3.5519,0.25145,-3.3046
3.9139,0.53478,-3.6751
3.4156,0.49957,-3.1642
3.9725,0.67023,-4.3004
1.9715,0.073863,-0.29006
2.4761,0.17035,-1.7677
1.3162,0.0046874,-0.24659
2.3391,0.19434,-1.5671
3.3214,0.34826,-3.0745
4.6859,1.1267,-5.0697
2.1624,0.086696,-1.5296
1.6258,0.072222,-0.15458
3.4791,0.49235,-2.9665
2.1823,0.20036,-1.0812
3.8352,0.4821,-4.0344
2.8866,0.41981,-2.3602
1.9115,0.0771,-1.5399
3.0532,0.45064,-2.7022
2.1043,-0.12232,-0.64031
3.2176,0.40551,-2.3838
3.4381,0.41106,-3.1226
3.9541,0.80308,-4.2994
1.9833,0.16697,-1.1
2.9161,0.3155,-1.9431
3.3079,0.36447,-3.5268
1.3743,0.028826,-0.71663
1.8823,0.19787,-1.2155
2.4234,0.11773,-1.5722
3.9635,0.54338,-3.6519
2.4159,-0.17849,-1.437
2.6622,0.15432,-1.5595
2.4017,0.17021,-2.4099
4.4031,0.77384,-4.395
3.6817,0.65524,-3.9453
1.6086,-0.042445,-0.4911
2.8541,0.38389,-1.8896
3.2205,0.203,-3.0576
2.8088,0.24327,-2.5296
5.6577,1.8474,-6.6101
4.2541,0.82635,-4.8613
5.0281,1.3353,-5.4791
3.773,0.57248,-3.9943
4.246,0.72267,-4.8726
3.6011,0.45882,-3.5615
3.7634,0.6368,-3.5852
4.4333,0.79227,-4.4861
2.4835,0.14084,-1.7154
3.1322,0.36893,-2.4691
2.7734,0.10429,-1.924
1.871,0.077601,-0.9088
3.2654,0.39888,-2.7052
2.7274,0.38699,-1.5943
1.6877,0.0044774,-0.46818
1.0559,0.10528,0.32645
3.8201,0.59675,-3.6719
2.2693,-0.0063831,-1.4199
3.4959,0.53805,-3.3339
3.8738,0.57787,-3.6431
4.4595,0.68431,-4.8019
1.9982,-0.11648,-0.71781
4.4791,0.95768,-5.126
2.1575,-0.019852,-0.80761
3.4458,0.43954,-3.1578
2.0324,0.017368,-1.1396
1.5388,0.23787,-0.55016
4.1925,0.74212,-4.3585
2.8454,0.29967,-2.0626
3.3806,0.48585,-3.3553
2.8816,0.26813,-2.7121
2.6799,0.37797,-1.9018
2.2357,0.19206,-1.3501
2.7196,0.23577,-2.0996
1.496,0.13785,-0.12443
3.7239,0.70668,-3.623
2.6861,0.18611,-2.0678
4.6035,0.79826,-4.8057
1.0743,0.055319,0.40835
3.8983,0.41769,-4.1175
2.6722,0.19339,-1.7932
2.4088,0.17605,-1.2235
3.1751,0.26483,-2.4783
5.2921,1.6345,-5.4197
2.2409,0.090953,-1.2276
4.1791,0.6722,-3.9841
1.6303,0.065425,-0.23243
2.7232,0.085521,-1.7716
2.1513,0.2247,-1.225
3.1563,0.3752,-3.0687
3.8482,0.69412,-3.5162
1.6624,0.1308,-0.08205
2.9644,0.34413,-2.5612
2.911,0.11678,-2.188
3.0001,0.13886,-2.2159
2.0521,0.10568,-0.90498
2.263,0.3587,-1.4225
2.6709,0.27256,-1.8897
3.9142,0.59128,-4.4797
3.2963,0.31686,-2.7089
5.324,1.4514,-6.5334
2.468,0.091657,-1.7494
4.5578,1.0764,-4.6515
3.8082,0.55012,-3.6289
2.7945,0.21174,-1.7696
3.4811,0.20435,-3.0501
4.3129,0.63572,-4.533
4.912,1.2792,-5.6802
3.262,0.20162,-2.6874
0.05816,0.077939,1.7083
3.4834,0.39803,-3.1373
2.8823,0.29491,-2.0315
4.0798,0.51527,-3.9409
3.5895,0.29812,-3.7258
2.3575,0.13812,-1.5851
3.3618,0.38234,-2.7128
2.8005,0.1878,-2.5073
1.7103,0.11017,-0.32635
4.1483,0.65437,-3.9967
3.5948,0.37542,-3.4965
2.7426,0.062317,-1.6241
2.1757,-0.068829,-1.4274
2.996,0.24499,-2.0995
1.8536,0.047845,-0.61717
3.4234,0.44433,-3.2236
2.8978,0.15563,-2.8032
2.4277,0.16692,-1.1455
2.5235,0.18186,-1.835
3.1391,0.45989,-2.1317
2.1462,0.23898,-0.90444
1.9989,-0.072827,-1.3949
1.9622,0.17928,-0.94667
3.0833,0.27001,-2.1761
3.1105,0.4843,-2.5635
2.2809,0.18806,-1.609
3.8944,0.61429,-3.4908
2.8701,0.1852,-2.2437
5.1313,1.094,-5.6918
3.8191,0.51138,-3.8597
5.2895,1.3487,-5.6859
3.9601,0.71652,-4.441
2.7222,0.31873,-2.6821
2.9402,0.18217,-2.408
2.354,0.23562,-1.3501
2.8405,0.13038,-2.0382
1.531,-0.0070026,-0.10904
4.2595,0.7653,-4.1076
3.0025,0.28209,-2.6721
2.4438,0.05293,-1.8835
3.4539,0.45889,-3.1813
5.2053,1.3505,-5.2632
2.7708,0.32932,-2.187
2.6577,0.40093,-1.8003
3.6401,0.40224,-3.7744
3.6493,0.4769,-3.7369
3.8118,0.72808,-3.6416
3.9609,0.74041,-4.2266
4.3134,0.85062,-4.1162
1.3786,0.075905,-0.058219
2.5303,0.10765,-1.8784
3.5778,0.43066,-3.3897
2.4125,0.15514,-1.6118
2.4378,0.23412,-1.5816
3.5427,0.62179,-3.0902
3.3697,0.38774,-2.8508
3.1457,0.52211,-2.3621
2.6138,0.063039,-1.5635
3.0371,0.27168,-2.433
1.5385,-0.043038,-0.0057581
1.8157,0.032279,-0.60316
3.203,0.32881,-2.3721
3.5612,0.38579,-2.9833
2.9359,0.17489,-1.9026
2.4713,0.22132,-1.7165
3.4673,0.39364,-3.5911
4.2064,0.79021,-4.3333
2.1643,0.22429,-1.2542
2.8675,0.26925,-1.9475
4.0983,0.82514,-4.1399
2.477,0.27567,-1.7063
3.4263,0.33327,-3.4308
2.5009,0.1512,-2.1154
4.1299,0.67852,-3.618
2.996,0.2973,-2.5527
2.8322,0.032201,-2.6664
3.2082,0.34947,-2.5273
4.303,0.64607,-3.8959
2.7637,-0.035182,-2.2968
4.0413,0.59295,-3.7409
2.4391,0.017442,-1.7644
2.5779,0.26192,-2.1888
3.524,0.4122,-3.3088
3.5901,0.49097,-3.4965
3.0062,0.22156,-2.3009
2.7015,0.18809,-2.6294
4.8841,1.2541,-5.4491
4.1638,0.65894,-3.8419
0.68524,0.017626,1.5206
3.2799,0.29627,-2.5483
2.6442,0.12938,-2.2538
2.7446,0.10488,-2.6315
5.044,1.2755,-5.3892
2.2428,0.19815,-1.2636
2.3888,0.15203,-1.7401
5.8799,1.8838,-7.2509
4.5477,0.96833,-4.9945
4.0461,0.70351,-4.1443
3.4302,0.22686,-3.5162
2.9463,0.086317,-2.0122
3.1778,0.20298,-3.1467
3.4763,0.50164,-3.4985
3.5019,0.31545,-2.8507
2.4776,0.25383,-1.6557
1.804,0.068942,-0.9099
3.4371,0.57661,-3.4716
3.4314,0.48726,-2.9542
3.7393,0.68736,-3.9284
2.9744,0.34173,-2.6217
4.8845,1.0638,-4.7138
2.3141,0.27908,-0.98315
3.1905,0.17712,-2.7381
5.5177,1.5454,-6.1319
2.7686,0.12766,-2.41
4.2678,0.66868,-4.3763
4.5022,0.79898,-4.2452
2.1879,-0.039892,-0.86577
2.0694,-0.012897,-1.0009
2.1999,0.048272,-1.3184
3.561,0.5677,-3.334
4.9632,1.2272,-5.34
3.1825,0.30694,-3.3149
4.4677,0.77709,-4.7285
2.6317,0.25795,-2.254
3.9812,0.69377,-3.7792
2.6949,0.22666,-1.6523
3.7344,0.60067,-3.5921
4.1272,0.68952,-4.4424
2.851,0.23104,-2.5927
1.7351,0.18799,-0.78036
2.1424,-0.054081,-1.1752
3.386,0.37857,-3.1965
2.8771,0.12476,-2.5389
2.2863,0.13473,-1.2372
2.5992,0.15066,-1.6941
3.8112,0.47384,-3.8874
2.762,0.26037,-2.3649
3.02,0.24281,-2.4954
3.5033,0.51151,-2.988
1.7831,0.12498,-0.78913
2.9942,0.11061,-2.006
2.0602,0.16537,-1.4901
1.2571,0.17159,-0.099955
3.6585,0.59865,-3.4048
2.2351,0.10833,-1.3372
3.0708,0.23744,-3.0039
2.8906,0.39749,-2.5162
1.5042,0.10952,-0.75349
3.9163,0.78367,-3.5418
1.0127,-0.12388,0.5935
1.7046,0.10488,-0.24417
3.1827,0.2244,-2.79
2.6949,-0.022423,-2.0836
2.6763,0.12932,-1.6698
4.0359,0.72814,-4.0155
5.0526,1.223,-5.7775
3.2267,0.52288,-2.9269
3.5039,0.35323,-3.589
2.5758,0.027417,-1.7427
3.3178,0.47093,-3.0012
1.4411,0.073769,0.26205
2.0697,-0.014033,-1.3473
2.6607,0.36246,-1.5973
1.9239,0.23667,-0.65462
2.206,0.089057,-1.4239
3.1505,0.50495,-2.4834
3.9054,0.56449,-4.0158
3.5549,0.45343,-3.9272
2.6215,0.3381,-1.5639
3.5945,0.37147,-3.442
2.4586,0.2359,-1.9056
3.3988,0.3959,-2.8749
3.5187,0.39127,-3.9094
3.448,0.17396,-2.9428
3.7588,0.53228,-3.6455
4.1547,0.54868,-3.8361
2.6431,0.092549,-1.6741
3.9617,0.50841,-3.5279
3.2165,0.18743,-2.6925
2.5687,-0.080032,-1.7081
3.4936,0.25631,-3.1655
2.304,0.13867,-0.91596
1.3017,0.0148,0.15469
2.7277,0.21648,-2.7015
2.9123,0.1134,-1.9805
1.8847,0.12363,-0.52704
4.4376,0.9438,-4.8869
3.2553,0.35316,-2.5246
3.5975,0.33497,-3.9415
2.2801,0.12607,-1.647
3.5089,0.41005,-3.3045
1.1988,-0.0819,0.60456
2.5799,0.38082,-1.9704
1.5951,0.20877,0.36615
2.4245,0.26015,-1.1197
3.7551,0.57393,-3.6272
3.1471,0.30638,-3.0175
4.9155,1.2867,-5.4815
2.2769,0.16173,-1.3585
3.141,0.26717,-2.622
5.9364,1.9779,-7.0175
2.6752,0.40245,-2.3068
3.0283,0.33468,-2.2015
3.4782,0.31691,-3.2879
1.0408,0.029064,0.19342
3.629,0.60362,-3.8017
0.31551,-0.040078,1.1022
3.2127,0.43646,-2.8675
1.8913,-0.034057,-0.78797
1.0119,-0.033717,-0.16716
3.9997,0.53277,-3.7027
1.6596,0.039375,-0.60046
4.2204,0.6587,-4.749
3.422,0.51903,-3.4927
4.0963,0.54019,-4.6904
3.7226,0.57684,-3.4311
2.8836,0.3943,-2.3783
3.1765,0.31478,-2.9977
3.2925,0.45681,-3.2186
2.9623,0.26365,-2.7791
3.5854,0.47536,-4.2098
3.4185,0.38686,-3.6827
3.6389,0.44029,-3.4507
2.1573,0.12648,-0.84056
2.5708,0.1697,-2.2425
1.8923,0.086985,-1.1236
2.9567,0.19019,-2.2715
3.7517,0.48033,-3.6713
4.235,0.84691,-4.4077
1.5356,0.16428,-0.17892
3.3307,0.41519,-2.9218
2.5327,0.22397,-1.5799
3.4952,0.53499,-2.8434
4.8048,1.3047,-5.3694
3.1663,0.42923,-3.1368
4.4361,0.8213,-4.763
2.9334,0.2895,-2.1232
2.2184,0.089319,-1.219
3.1669,0.1947,-2.4306
2.9703,0.1024,-2.7771
3.5214,0.65305,-3.6929
2.6948,0.10212,-2.4438
3.8691,0.54087,-3.6362
4.0938,0.59071,-3.745
4.0279,0.56504,-3.9399
1.3771,0.1168,0.096324
3.4566,0.44142,-3.3874
2.8947,0.13959,-2.3771
2.0275,0.084424,-0.80519
0.4158,0.068212,1.7933
3.2808,0.48891,-2.7816
3.8393,0.5832,-3.792
1.9614,0.17669,-1.0875
3.4941,0.41222,-3.4265
3.4937,0.59459,-2.9346
1.6289,0.034849,-0.42844
2.6985,0.45952,-1.9805
2.8516,0.13577,-2.171
4.0424,0.68841,-4.2766
3.2271,0.52518,-3.1276
2.3715,0.13558,-1.376
1.5432,0.072047,-0.74128
3.0448,0.45739,-2.0411
2.8139,0.291,-2.4721
3.445,0.36132,-3.3251
3.6883,0.55895,-3.348
3.6518,0.58811,-2.8644
4.7877,1.0367,-5.1278
3.048,0.13536,-2.6995
4.0956,0.78553,-4.5054
3.711,0.60024,-3.7577
1.657,-0.022157,-0.57302
